mark_name,model_name,mass_kg,fuel_consumption_lp100km,production_price,frontal_area_m2,co2_emissions_gl,engine_efficiency
VOLKSWAGEN,FLYING SPUR,2512.0,15.0,251560.0,2.5,2266.6666666666665,0.25
VOLKSWAGEN,CONTINENTAL GTC MULLINER W12,2511.0,14.1,195173.0,2.3,2269.503546099291,0.25
VOLKSWAGEN,CONTINENTAL GT V8 CONVERTIBLE,2410.0,12.5,195173.0,3.2,2272.0,0.25
STELLANTIS,C4 SPACETOURER,1479.0,6.6,21446.0,2.8,2242.4242424242425,0.25
VOLKSWAGEN,R8 COUPC‰,1645.0,15.0,152271.0,2.6,2273.3333333333335,0.25
STELLANTIS,3008 - 500,1504.0,5.2,19475.0,2.2,2596.153846153846,0.4
STELLANTIS,M (3008),1504.0,5.4,19475.0,2.4,2629.6296296296296,0.4
STELLANTIS,3008 -,1395.0,6.1,19475.0,2.6,2262.2950819672133,0.25
STELLANTIS,C3 AIRCROS,1291.0,5.9,11330.0,2.5,2237.2881355932204,0.25
STELLANTIS,JUMPY I SPACETOURER,1161.0,4.5,27149.0,2.4,2622.222222222222,0.4
RENAULT-NISSAN-MITSUBISHI,NISSAN PRIMASTAR,2056.0,7.2,8099.0,2.6,2611.111111111111,0.4
STELLANTIS,C5 AIRCROS,1567.0,5.5,17283.0,2.1,2636.3636363636365,0.4
STELLANTIS,VIVARO I VIVARO LIFE I ZAFIRA,1734.0,6.4,11730.0,2.2,2625.0,0.4
VOLKSWAGEN,A1 SPORTBA,1205.0,5.9,13010.0,2.5,2254.237288135593,0.25
VOLKSWAGEN,A3 SPORTBA,1295.0,,16869.0,2.4,,0.25
BMW,X2 XDRIVE25D,1695.0,,32215.0,2.7,,0.4
SUBARU-SUZUKI-TOYOTA,IMPREZA XV,1502.0,8.0,12647.0,2.6,2250.0,0.25
MAZDA,MAZDA 2,1114.0,5.4,10948.0,2.8,2259.259259259259,0.25
