ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,ech,RLFI,Electric range (km),mk_norm,cn_norm,price,frontal_area_m2
132192847,DE,IP-MLB58_Z_C0_0735-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2007/46*1801*40,F2,ADRYAQ1,QD7AD7DK001101B20S54BICEM9H66FSB3,AUDI,A6 AVANT 55 TFSI E,M1,M1,1,2150.0,2340.0,,35.0,,,,petrol/electric,P,1984.0,195.0,209.0,,,,,,F,2023,2023-07-18,1.5,,RL-DL382E7A_19_014-WAU-1,63.0,audi,a6 avant 55 tfsi e,29832.0,2.8
132192879,DE,IP-0000817-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1906*07,G8C,AE41,IAW40000,BMW,840I XDRIVE,M1,M1,1,1870.0,1989.0,,203.0,,,,petrol,M,2998.0,245.0,,e24 29,,1.25,,,F,2023,2023-08-08,8.9,,RL-0100674-WBA-1,,bmw,840i xdrive,81885.0,2.4
132192941,DE,IP-FKA1JAE044A_000-VF1-0,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2018/858*00001*09,RFK,RKE,JA0AT00J1000,RENAULT,KANGOO E-TECH ELECTRIC,M1,M1,1,1870.0,2026.0,,0.0,,,,electric,E,,90.0,206.0,,,,,,F,2023,2023-08-15,,AX,RL-FKARA0A_245_000-VF1-0,266.0,renault,kangoo e tech electric,9948.0,2.4
132193016,DE,IP-ZKX____REDU576A-VR3-0,STELLANTIS,STELLANTIS AUTO,STELLANTIS AUTO SAS,,E9*2007/46*6816*14,B,F,ZKXC-B0MA00,CITROEN,E-C4 X,M1,M1,1,1659.0,1785.0,,0.0,,,,electric,E,,100.0,153.0,,,,,,F,2023,2023-02-27,,,RL-___CMP_REDU5760-VR3-0,354.0,citroen,e c4 x,9843.0,2.5
132193077,DE,IP-ZKX____REDU6760-VR3-0,STELLANTIS,STELLANTIS AUTO,STELLANTIS AUTO SAS,,E2*2007/46*0624*20,E,Z,ZKXZ-A7U000,CITROEN,E-BERLINGO,M1,M1,1,1739.0,1909.0,,0.0,,,,electric,E,,100.0,197.0,,,,,,F,2023,2023-06-05,,,RL-___MP22REDU6760-VR3-0,281.0,citroen,e berlingo,10316.0,2.0
132193097,DE,IP-MLB58_Z_C0_0734-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2007/46*1801*40,F2,SDRYAQ1,QD7AD7DK001071C20S54BICEM8H66FSB3,AUDI,A7 50 TFSI E,M1,M1,1,2140.0,2285.0,,35.0,,,,petrol/electric,P,1984.0,195.0,210.0,,,,,,F,2023,2023-02-22,1.5,,RL-DL382E7A_19_014-WAU-1,62.0,audi,a7 50 tfsi e,43359.0,2.1
132193114,DE,IP-0001038-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2020*08,G6X,11EY,IAF509MD,BMW,X6 XDRIVE 30D M SPORT,M1G,M1G,1,2295.0,2490.0,,202.0,,,,diesel,H,2993.0,210.0,,e5 32 37,,2.31,,,F,2023,2023-08-23,7.7,,RL-0100892-WBA-1,,bmw,x6 xdrive 30d m sport,37745.0,3.0
132193127,DE,IP-2020_6442-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2018/858*00016*02,R2CW,H042T1,CZAA055A,MERCEDES-BENZ,C 200 4MATIC,M1,M1,1,1705.0,1865.0,,160.0,,,,petrol,H,1496.0,150.0,,,,,,,F,2023,2023-11-24,7.0,EURO 6(AP),,,mercedes benz,c 200 4matic,18519.0,3.1
132193177,DE,IP-FCA1ALDDW6A_003-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0470*23,RFC,JD4,ALAUA3P35000,RENAULT,ESPACE,M1,M1,1,1877.0,2070.0,,167.0,,,,diesel,M,1997.0,139.0,,e2 29,,1.1,,,F,2023,2023-07-05,6.3,6AP,RL-FCBDW6A_450_000-VF1-1,,renault,espace,15540.0,2.5
132193180,DE,IP-0000883-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1947*11,G3L,68FU,IAA508B0,BMW,M340D XDRIVE,M1,M1,1,1875.0,2028.0,,161.0,,,,diesel,H,2993.0,250.0,,e5 32,,1.22,,,F,2023,2023-09-27,6.1,,RL-0100738-WBA-1,,bmw,m340d xdrive,62583.0,2.8
132193192,DE,IP-0000757-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1918*14,G5X,CV41,IAA500LA,BMW,X5 XDRIVE 25D,M1G,M1G,1,2145.0,2274.0,,189.0,,,,diesel,M,1995.0,170.0,,e24 29 37,,1.84,,,F,2023,2023-04-04,7.2,,,,bmw,x5 xdrive 25d,40997.0,2.7
132193198,DE,IP-2023_3407-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2018/858*00017*07,R2CS,H205T1,CZAM050A,MERCEDES-BENZ,C 300 DE 4MATIC,M1,M1,1,2250.0,2406.0,,13.0,,,,diesel/electric,P,1993.0,145.0,215.0,,,,,,F,2023,2023-10-07,0.5,EURO 6(AP),,106.0,mercedes benz,c 300 de 4matic,25070.0,3.2
132193285,DE,IP-JLA1MUP001A_001-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E6*2018/858*00003*12,RJL,LH2,MU4UA5710000,RENAULT,ARKANA E-TECH,M1,M1,1,1510.0,1613.0,,106.0,,,,petrol,H,1598.0,69.0,,e2 37,,0.78,,,F,2023,2023-10-20,4.7,6AP,RL-JLADB1A_350_000-VF1-1,,renault,arkana e tech,27944.0,2.9
132193347,DE,IP-2022_0405-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2018/858*00016*06,R2CW,H05DT1,CZAA050A,MERCEDES-BENZ,C 300 E 4MATIC,M1,M1,1,2130.0,2240.0,,13.0,,,,petrol/electric,P,1999.0,150.0,200.0,,,,,,F,2023,2023-09-05,0.6,EURO 6(AP),,110.0,mercedes benz,c 300 e 4matic,25070.0,2.6
132193376,DE,IP-0000855-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2018*07,F1H,7L11,IAW500MG,BMW,M1 35I XDRIVE,M1,M1,1,1600.0,1733.0,,175.0,,,,petrol,M,1998.0,225.0,,e24 29 37,,2.13,,,F,2023,2023-11-28,7.8,,RL-0100784-WBA-1,,bmw,m1 35i xdrive,35000.0,2.3
132193429,DE,IP-0000915-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00123*04,G2C,41CM,IAW407M0,BMW,M2 40I,M1,M1,1,1710.0,1803.0,,178.0,,,,petrol,M,2998.0,275.0,,e24 29 37,,2.09,,,F,2023,2023-09-27,7.9,,RL-0100773-WBA-1,,bmw,m2 40i,48836.0,2.1
132193446,DE,IP-2020_1817-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2001/116*0501*59,212,U08CT1,CZAA05VB,MERCEDES-BENZ,AMG E 63 S,M1,M1,1,2010.0,2196.0,,278.0,,,,petrol,M,3982.0,450.0,,,,,,,F,2023,2023-03-24,12.2,EURO 6(AP),,,mercedes benz,amg e 63 s,18990.0,2.7
132193489,DE,IP-0120-JT1-1,SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E6*2007/46*0430*02,XA5P(S)(EU.M),AXAP54(N),AXAP54L-ZNXGBW(1A),SUZUKI,SUZUKI ACROSS,M1,M1,1,2015.0,2162.0,,22.0,,,,petrol/electric,P,2487.0,136.0,166.0,,,,,,F,2023,2023-12-20,1.0,N.A.,N.A.,75.0,suzuki,suzuki across,45490.0,2.4
132193514,DE,IP-0000902-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*10,G3K,51FZ,IAA507M0,BMW,330D XDRIVE,M1,M1,1,1900.0,2100.0,,157.0,,,,diesel,H,2993.0,210.0,,e5 32 37,,1.84,,,F,2023,2023-12-21,6.0,,RL-0100738-WBA-1,,bmw,330d xdrive,30316.0,2.2
132193643,DE,IP-2021_3403-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1560*33,R1ES,U21IT1,CZAA050E,MERCEDES-BENZ,E 300 DE 4MATIC,M1,M1,1,2215.0,2389.0,,39.0,,,,diesel/electric,P,1950.0,143.0,220.0,,,,,,F,2023,2023-06-29,1.5,EURO 6(AP),,47.0,mercedes benz,e 300 de 4matic,24891.0,2.4
132193718,DE,IP-0000362-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2018*07,F1H,7M71,IAW500L0,BMW,116D,M1,M1,1,1460.0,1544.0,,122.0,,,,diesel,M,1496.0,85.0,,e24 29 37,,1.9,,,F,2023,2023-08-02,4.6,,RL-0100038-WBA-1,,bmw,116d,10286.0,2.3
132193807,DE,IP-AP971II4GTSAT00-WP0-1,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,,E13*2007/46*0971*16,971,GR22,1501110,PORSCHE,PANAMERA GTS,M1,M1,1,2110.0,2322.0,,288.0,,,,petrol,M,3996.0,353.0,,e1 29,,1.3,,,F,2023,2023-12-21,12.7,,RL-971II4AT80ZZZ05-WP0-1,,porsche,panamera gts,94491.0,3.1
132193846,DE,IP-2020_6618-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1818*19,R1ECLS,E36DT1,CZAA051B,MERCEDES-BENZ,CLS 450 4MATIC,M1,M1,1,1925.0,2116.0,,204.0,,,,petrol,H,2999.0,270.0,,,,,,,F,2023,2023-04-18,9.0,EURO 6(AP),,,mercedes benz,cls 450 4matic,57317.0,2.9
132193874,DE,IP-2021_0420-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1885*17,H1GLE,B24TT1,CZAAA5EB,MERCEDES-BENZ,GLE 350 E 4MATIC,M1G,M1G,1,2605.0,2838.0,,28.0,,,,petrol/electric,P,1991.0,155.0,284.0,,,,,,F,2023,2023-04-18,1.2,EURO 6(AP),,85.0,mercedes benz,gle 350 e 4matic,32626.0,2.6
132193911,DE,IP-AP971II4TS0AT00-WP0-1,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,,E13*2007/46*0971*16,971,HS22,1401110,PORSCHE,PANAMERA TURBO S,M1,M1,1,2210.0,2326.0,,295.0,,,,petrol,M,3996.0,463.0,,e1 29,,1.3,,,F,2023,2023-10-26,13.0,,RL-971II4AT80ZZZ01-WP0-1,,porsche,panamera turbo s,94491.0,3.0
132194024,DE,IP-2020_1608-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2001/116*0431*65,204,R35HT1,CZAA040B,MERCEDES-BENZ,AMG C 43,M1,M1,1,1750.0,1886.0,,230.0,,,,petrol,M,2996.0,287.0,,,,,,,F,2023,2023-11-08,10.1,EURO 6(AP),,,mercedes benz,amg c 43,18990.0,2.6
132194036,DE,IP-MEB31AZ_A0_1909-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2018/858*00006*06,FZ,XBL1EH1,HE1HE1G1Z01RT011B190GAAEM0,AUDI,Q4 35 E-TRON,M1,M1,1,1965.0,2064.0,,0.0,,,,electric,E,,125.0,173.0,,,,,,F,2023,2023-08-30,,,RL-EQ310_1P_21_003-WVW-1,341.0,audi,q4 35 e tron,97673.0,2.3
132194080,DE,IP-0000030-WBS-1,BMW,BMW GMBH,BMW M GMBH,,E1*2007/46*1988*06,F34XM,11EC,IAW5E0L0,BMW,X3 M COMPETITION,M1,M1,1,2085.0,2197.0,,249.0,,,,petrol,M,2993.0,375.0,,e24 29 37,,2.13,,,F,2023,2023-01-05,10.9,,RL-0100612-WBS-1,,bmw,x3 m competition,45256.0,3.1
132194138,DE,IP-0000417-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1791*13,G6GT,JY61,IAA500L0,BMW,640D XDRIVE,M1,M1,1,2085.0,2310.0,,174.0,,,,diesel,H,2993.0,250.0,,e24 32 37,,1.84,,,F,2023,2023-01-10,6.7,,RL-0100196-WBA-1,,bmw,640d xdrive,37801.0,2.8
132194157,DE,IP-050737-KMT-1,HYUNDAI MOTOR EUROPE,HYUNDAI,HYUNDAI MOTOR COMPANY,,E5*2018/858*00002*05,IK,A5P14,A81A13,HYUNDAI,G70 GENESIS G70,M1,M1,1,1740.0,1882.0,,206.0,,,,petrol,M,1998.0,180.0,,e5 28,,0.82,,,F,2023,2023-06-19,9.1,,,,hyundai,g70 genesis g70,27750.0,2.3
132194292,DE,IP-ZKX____REDU6760-VR3-0,STELLANTIS,STELLANTIS AUTO,STELLANTIS AUTO SAS,,E2*2007/46*0624*20,E,Z,ZKXZ-A7U000,FIAT,E-DOBLO,M1,M1,1,1739.0,1902.0,,0.0,,,,electric,E,,100.0,197.0,,,,,,F,2023,2023-04-13,,,RL-___MP22REDU6760-VR3-0,280.0,fiat,e doblo,8558.0,2.5
132194360,DE,IP-2022_6431-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1829*19,F2A,X24NT1,HZAA150A,MERCEDES-BENZ,AMG A 35 4MATIC,M1,M1,1,1645.0,1755.0,,194.0,,,,petrol,H,1991.0,225.0,,,,,,,F,2023,2023-11-16,8.5,EURO 6(AP),,,mercedes benz,amg a 35 4matic,18990.0,2.3
132194361,DE,IP-03_FA1_0359-ZFA-1,STELLANTIS,STELLANTIS EUROPE,STELLANTIS EUROPE SPA,,E3*2018/858*00001*10,FA1,1AEB0000A0,0D2A0,ABARTH,500,M1,M1,1,1435.0,1529.0,,0.0,,,,electric,E,,114.0,187.0,,,,,,F,2023,2023-10-13,,,RL-03_FA1_0121-ZFA-1,244.0,abarth,500,18112.0,2.2
132194472,DE,IP-0000923-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00117*04,U2AT,51BX,IAW50000,BMW,230E XDRIVE ACTIVE TOURER,M1,M1,1,1920.0,2096.0,,16.0,,,,petrol/electric,P,1499.0,110.0,151.0,,,,,,F,2023,2023-03-14,0.7,,RL-0100782-WBA-1,88.0,bmw,230e xdrive active tourer,28698.0,2.9
132194560,DE,IP-0001064-WBA,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00154*03,G7L,41EH,EAW50900,BMW,750E XDRIVE,M1,M1,1,2455.0,2588.0,,25.0,,,,petrol/electric,P,2998.0,230.0,242.0,,,,,,F,2023,2023-08-18,1.1,,RL-0001091-WBA,78.0,bmw,750e xdrive,48342.0,3.2
132194585,DE,IP-0000572-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2126*07,G3C,51AS,IAA408B0,BMW,M440D XDRIVE,M1,M1,1,1905.0,2020.0,,155.0,,,,diesel,H,2993.0,250.0,,e5 32,,1.22,,,F,2023,2023-03-27,5.9,,RL-0100449-WBA-1,,bmw,m440d xdrive,56411.0,2.2
132194593,DE,IP-HNS____ATN86440-YAR-0,SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E2*2007/46*0685*11,E,R,ERHNS3-A14400(1M),TOYOTA,PROACE CITY VERSO,M1,M1,1,1485.0,1674.0,,154.0,,,,petrol,M,1199.0,96.0,,e2 29,,1.3,,,F,2023,2023-01-31,6.8,,RL-___MP22ATN83050-VR3-0,,toyota,proace city verso,17438.0,2.8
132194619,DE,IP-0000527-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1824*14,F2X,YN11,IAW500LT,BMW,X2 M35I,M1,M1,1,1690.0,1804.0,,175.0,,,,petrol,M,1998.0,225.0,,e24 28 29,,2.1,,,F,2023,2023-02-21,7.7,,RL-0100315-WBA-1,,bmw,x2 m35i,52377.0,2.4
132194622,DE,IP-0000624-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2064*07,F2GC,71AM,IAW500LS,BMW,220D XDRIVE,M1,M1,1,1640.0,1756.0,,141.0,,,,diesel,M,1995.0,140.0,,e24 28 29,,1.92,,,F,2023,2023-07-03,5.4,,RL-0100423-WBA-1,,bmw,220d xdrive,21916.0,2.5
132194631,DE,IP-AP9YA004GTSAT00-WP1-1,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,,E13*2007/46*0900*12,9YA,EI22,1205310,PORSCHE,CAYENNE GTS,M1G,M1G,1,2220.0,2429.0,,300.0,,,,petrol,M,3996.0,338.0,,e1 29,,1.3,,,F,2023,2023-05-04,13.2,,RL-9YA004AT80ZZZ03-WP1-1,,porsche,cayenne gts,71309.0,2.4
132194636,DE,IP-AP982002S00AT00-WP0-1,VOLKSWAGEN,PORSCHE,DR ING HCF PORSCHE AG,,E13*2007/46*1607*16,982,CB12,51,PORSCHE,718 CAYMAN S,M1,M1,1,1460.0,1550.0,,218.0,,,,petrol,M,2497.0,257.0,,,,,,,F,2023,2023-08-16,9.6,,RL-982002AT70ZZZ01-WP0-1,,porsche,718 cayman s,74281.0,2.3
132194708,DE,IP-0000901-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*10,G3K,41FZ,IAA500K0,BMW,330D,M1,M1,1,1845.0,1959.0,,142.0,,,,diesel,H,2993.0,210.0,,e5 32 37,,1.62,,,F,2023,2023-11-01,5.4,,RL-0100734-WBA-1,,bmw,330d,30316.0,2.6
132194826,DE,IP-YHV____ML6_7128-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0532*17,V,A,YHVM-N2N10L,OPEL,VIVARO ZAFIRA LIFE,M1,M1,1,1734.0,1970.0,,166.0,,,,diesel,M,1499.0,88.0,,e2 29,,0.72,,,F,2023,2023-03-08,6.3,,RL-___MP2CML6_7020-VF3-0,,opel,vivaro zafira life,20246.0,2.4
132194893,DE,IP-2022_0411-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*19,F2B,O04MT2,HZAA050A,MERCEDES-BENZ,B 250 E,M1,M1,1,1750.0,1833.0,,20.0,,,,petrol/electric,P,1332.0,120.0,176.0,,,,,,F,2023,2023-04-12,0.9,EURO 6(AP),,77.0,mercedes benz,b 250 e,15935.0,2.7
132194913,DE,IP-0000816-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1906*07,G8C,FY41,IAW40000,BMW,M850I XDRIVE,M1,M1,1,2125.0,2210.0,,244.0,,,,petrol,M,4395.0,390.0,,e5 29,,1.1,,,F,2023,2023-04-20,10.7,,RL-0100676-WBA-1,,bmw,m850i xdrive,99648.0,2.6
132194937,DE,IP-0001076-WBA,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2020*09,G6X,31EX,EAE509M0,BMW,X6 XDRIVE 40I M SPORT,M1G,M1G,1,2240.0,2390.0,,198.0,,,,petrol,H,2998.0,280.0,,e5 32 37,,2.55,,,F,2023,2023-12-21,8.7,,RL-0001100-WBA,,bmw,x6 xdrive 40i m sport,37745.0,2.5
132194972,DE,IP-2022_8418-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1885*20,H1GLE,B21LT1,CZAAA5FA,MERCEDES-BENZ,GLE 300 D 4MATIC,M1G,M1G,1,2335.0,2508.0,,184.0,,,,diesel,H,1993.0,198.0,,,,,,,F,2023,2023-07-19,7.0,EURO 6(AP),,,mercedes benz,gle 300 d 4matic,22924.0,2.3
132194979,DE,IP-2021_6434-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1666*26,R1EC,T48LT0,CZAA04AC,MERCEDES-BENZ,E 300,M1,M1,1,1855.0,1981.0,,189.0,,,,petrol,H,1991.0,190.0,,,,,,,F,2023,2023-10-24,8.3,EURO 6(AP),,,mercedes benz,e 300,24891.0,2.4
132195024,DE,IP-0001065-WBA,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00154*03,G7L,51EH,EAW50000,BMW,M760E XDRIVE,M1,M1,1,2525.0,2709.0,,26.0,,,,petrol/electric,P,2998.0,280.0,240.0,,,,,,F,2023,2023-09-05,1.2,,RL-0001091-WBA,76.0,bmw,m760e xdrive,99710.0,2.8
132195028,DE,IP-2022_8403-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2018/858*00186*04,R2CGLC,861LTB,CZAM052A,MERCEDES-BENZ,GLC 300 D 4MATIC,M1,M1,1,2025.0,2258.0,,156.0,,,,diesel,H,1993.0,198.0,,,,,,,F,2023,2023-12-12,5.9,EURO 6(AP),,,mercedes benz,glc 300 d 4matic,30486.0,2.8
132195037,DE,IP-ZE1A1SDEB6A9_00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN AUTOMOTIVE EUROPE,NISSAN AUTOMOTIVE EUROPE SAS,,E9*2007/46*6537*08,ZE1,A,A07,NISSAN,NISSAN LEAF 62 KWH,M1,M1,1,1756.0,1851.0,,0.0,,,,electric,E,,160.0,178.0,,,,,,F,2023,2023-09-29,,AX,RL-ZE1ASDA96_0000-JN1-1,396.0,nissan,nissan leaf 62 kwh,15961.0,2.3
132195149,DE,IP-2022_0603-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*2115*08,R2S,I16RTA,CZAB055A,MERCEDES-BENZ,S 450 E,M1,M1,1,2400.0,2649.0,,16.0,,,,petrol/electric,P,2999.0,220.0,231.0,,,,,,F,2023,2023-03-10,0.7,EURO 6(AP),,108.0,mercedes benz,s 450 e,82920.0,2.6
132195218,DE,IP-2022_0416-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2018/858*00017*07,R2CS,H27PTB,CZAM056A,MERCEDES-BENZ,AMG C 63 S E PERFORMANCE,M1,M1,1,2190.0,2430.0,,156.0,,,,petrol/electric,P,1991.0,350.0,339.0,,,,,,F,2023,2023-12-06,6.9,EURO 6(AP),,13.0,mercedes benz,amg c 63 s e performance,18990.0,2.8
132195298,DE,IP-0000647-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2064*07,F2GC,31AM,IAW50000,BMW,218D,M1,M1,1,1545.0,1656.0,,126.0,,,,diesel,M,1995.0,110.0,,e24 28 29,,1.9,,,F,2023,2023-11-16,4.8,,RL-0100444-WBA-1,,bmw,218d,17798.0,2.1
132195323,DE,IP-2020_2414-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1829*20,F2A,X010T2,HZAA150B,MERCEDES-BENZ,A 180 D,M1,M1,1,1540.0,1624.0,,131.0,,,,diesel,M,1950.0,85.0,,e1 29,,1.0,,,F,2023,2023-11-15,5.0,EURO 6(AP),,,mercedes benz,a 180 d,14210.0,2.8
132195392,DE,IP-2021_8408-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1560*33,R1ES,U204T1,CZAA15XE,MERCEDES-BENZ,E 220 D 4MATIC ALLTERRAIN,M1,M1,1,2040.0,2209.0,,155.0,,,,diesel,H,1993.0,147.0,,,,,,,F,2023,2023-09-08,5.9,EURO 6(AP),,,mercedes benz,e 220 d 4matic allterrain,36371.0,2.4
132195523,DE,IP-2019_1414-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*19,F2B,OHH7T1,JZAA150A,MERCEDES-BENZ,GLA 200 4MATIC,M1,M1,1,1570.0,1724.0,,169.0,,,,petrol,M,1332.0,120.0,,e1 29,,1.2,,,F,2023,2023-04-17,7.4,EURO 6(AP),,,mercedes benz,gla 200 4matic,20391.0,2.8
132195602,DE,IP-MQB37WZ_B2_0914-VSS-1,VOLKSWAGEN,SEAT,SEAT SA,,E9*2007/46*3167*21,KL,SFDGEAX0,FD6PFD6DD0014BIML1BBA16A8T,SEAT,SEAT LEON SP E-HYBRID150,M1,M1,1,1665.0,1756.0,,26.0,,,,petrol/electric,P,1395.0,110.0,148.0,,,,,,F,2023,2023-01-11,1.1,,RL-DQ400E6F_19_001-WVW-1,62.0,seat,seat leon sp e hybrid150,15541.0,2.4
132195666,DE,IP-2023_6605-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*2115*11,R2S,I16STB,CZAM052A,MERCEDES-BENZ,S 450 4MATIC,M1,M1,1,2090.0,2361.0,,201.0,,,,petrol,H,2999.0,280.0,,,,,,,F,2023,2023-12-29,8.8,EURO 6(AP),,,mercedes benz,s 450 4matic,82920.0,2.1
132195709,DE,IP-2023_6417-W1K-1,MERCEDES-BENZ AG,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2007/46*1909*22,F2B,OH4LT1,JZAA050A,MERCEDES-BENZ,GLA 250 4MATIC,M1,M1,1,1695.0,1816.0,,172.0,,,,petrol,H,1991.0,165.0,,,,,,,F,2023,2023-10-20,7.6,EURO 6(AP),,,mercedes benz,gla 250 4matic,24114.0,2.1
132195779,DE,IP-ZKX____REDU7761-VF3-0,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0532*20,V,Z,ZKXZ-P7800L,OPEL,VIVARO,M1,M1,1,2131.0,2404.0,,0.0,,,,electric,E,,100.0,267.0,,,,,,F,2023,2023-08-28,,,RL-___MP2CREDU7760-VF3-0,316.0,opel,vivaro,14346.0,2.6
132195802,DE,IP-0000640-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1677*13,F2GT,6X51,IAW700M0,BMW,220D XDRIVE GRAN TOURER,M1,M1,1,1745.0,1917.0,,145.0,,,,diesel,M,1995.0,140.0,,e24 28 29,,1.92,,,F,2023,2023-02-06,5.5,,RL-0100448-WBA-1,,bmw,220d xdrive gran tourer,21916.0,2.7
132195856,DE,IP-XKY6DM2I6-KPT-1,KG MOBILITY GREAT WALL MOTOR,KG MOBILITY,KG MOBILITY CORPORATION,,E9*2007/46*6294*16,XK,BY2L,JYA12,SSANGYONG,SSANGYONG XLV,M1,M1,1,1405.0,1574.0,,163.0,,,,petrol,M,1497.0,120.0,,,,,,,F,2023,2023-03-20,7.2,,RL-XKY6DM2I6_VH-KPT-1,,ssangyong,ssangyong xlv,10950.0,2.3
