ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,ech,RLFI,Electric range (km),mk_norm,cn_norm,price,frontal_area_m2
123151602,AT,IP-V362_2021_00006-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E5*2007/46*1034*11,FAC,BKFA1EDX,A9WRASCBCAUDBA,FORD,TRANSIT CUSTOM TREND,M1,M1,1,2383.0,2612.0,,217.0,,,,diesel,M,1995.0,96.0,,e5 29,,1.1,,,F,2023,2023-06-12,8.3,715/2007*2018/1832AP,,,ford,transit custom trend,17235.0,3.2
123151625,AT,IP-0000922-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00117*05,U2AT,21EA,IAW50000,BMW,225E XDRIVE ACTIVE TOURER U06,M1,M1,1,1900.0,2013.0,,15.0,,,,petrol/electric,P,1499.0,100.0,144.0,,,,,,F,2023,2023-11-14,0.6,,,91.0,bmw,225e xdrive active tourer u06,18632.0,2.3
123151633,AT,IP-CD53_2020_00005-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*2374*06,WAH6,BGCA1JZ,7TIBLNA1ZTG,FORD,S-MAX VIGNALE,M1,M1,1,1878.0,2061.0,,148.0,,,,petrol,H,2488.0,110.0,,e13 28,,0.8,,,F,2023,2023-03-31,6.4,715/2007*2018/1832AP,,,ford,s max vignale,19692.0,2.1
123151688,AT,IP-MQB37AZ_A2_0114-WVN-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2018/858*00270*04,SK,ACDTREX0,N222FM6FM6C9008H1N4BI1AA50AA,FORD,TOURNEO CONNECT ACTIVE,M1,M1,1,1610.0,1771.0,,129.0,,,,diesel,M,1968.0,75.0,,e1 29,,1.02,,,F,2023,2023-12-15,4.9,715/2007*2018/1832AP,,,ford,tourneo connect active,20552.0,2.4
123151706,AT,IP-0000656-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1682*15,FMX,61BT,IAW500B0,MINI,MINI COOPER D ALL4 COUNTRYMAN,M1,M1,1,1645.0,1786.0,,144.0,,,,diesel,M,1995.0,110.0,,e24 28 29,,1.92,,,F,2023,2023-11-21,5.5,,,,mini,mini cooper d all4 countryman,11736.0,2.6
123151721,AT,IP-0000614-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1750*15,G5K,31CG,IAW507M0,BMW,530E XDRIVE TOURING G31 XB1,M1,M1,1,2035.0,2193.0,,45.0,,,,petrol/electric,P,1998.0,135.0,191.0,,,,,,F,2023,2023-09-14,2.0,,,50.0,bmw,530e xdrive touring g31 xb1,31997.0,2.7
123151761,AT,IP-0000906-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*10,G3K,81CY,IAW50000,BMW,330E TOURING G21 XB1,M1,M1,1,1900.0,2003.0,,32.0,,,,petrol/electric,P,1998.0,135.0,164.0,,,,,,F,2023,2023-08-22,1.4,,,60.0,bmw,330e touring g21 xb1,30316.0,2.5
123151789,AT,IP-0001137-WBA,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00153*04,U1X,71EG,0AB50000,BMW,IX1 EDRIVE20 U11 HB0,M1,M1,1,1940.0,2049.0,,0.0,,,,electric,E,,68.0,157.0,,,,,,F,2023,2023-12-07,,,,466.0,bmw,ix1 edrive20 u11 hb0,18271.0,2.7
123151904,AT,IP-0000932-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00153*01,U1X,61EE,IAL500L0,BMW,X1 XDRIVE23I U11 B48,M1,M1,1,1730.0,1865.0,,151.0,,,,petrol,H,1998.0,150.0,,e24 37,,0.89,,,F,2023,2023-03-09,6.7,,,,bmw,x1 xdrive23i u11 b48,18271.0,2.2
123151915,AT,IP-0000036-WBS-1,BMW,BMW GMBH,BMW M GMBH,,E1*2018/858*00211*00,G2M,11DM,IAW400MX,BMW,M2 COUPE G87 S58,M1,M1,1,1800.0,1874.0,,220.0,,,,petrol,M,2993.0,338.0,,e24 29 37,,2.21,,,F,2023,2023-08-04,9.7,,,,bmw,m2 coupe g87 s58,48836.0,3.0
123151957,AT,IP-0000608-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2126*07,G3C,61AT,IAA407B0,BMW,M440I XDRIVE CABRIO G23 B58,M1,M1,1,1965.0,2076.0,,183.0,,,,petrol,H,2998.0,275.0,,e24 32,,1.37,,,F,2023,2023-06-21,8.0,,,,bmw,m440i xdrive cabrio g23 b58,56411.0,2.6
123151973,AT,IP-0000965-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1949*08,G4Z,HF31,IAW200M0,BMW,Z4 SDRIVE30I G29 B48,M1,M1,1,1545.0,1657.0,,167.0,,,,petrol,M,1998.0,190.0,,e24 29 37,,2.08,,,F,2023,2023-02-23,7.4,,,,bmw,z4 sdrive30i g29 b48,36604.0,2.9
123151982,AT,IP-0000902-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*09,G3K,51FZ,IAA507M0,BMW,330D XDRIVE TOURING G21 B57,M1,M1,1,1900.0,2093.0,,151.0,,,,diesel,H,2993.0,210.0,,e5 32 37,,1.84,,,F,2023,2023-05-26,5.8,,,,bmw,330d xdrive touring g21 b57,30316.0,2.7
123152079,AT,IP-0000903-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*10,G3K,51FY,IAW50000,BMW,320E XDRIVE TOURING G21 XB1,M1,M1,1,1955.0,2036.0,,36.0,,,,petrol/electric,P,1998.0,120.0,169.0,,,,,,F,2023,2023-08-22,1.6,,,58.0,bmw,320e xdrive touring g21 xb1,17856.0,2.7
123152140,AT,IP-0000968-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1949*08,G4Z,HF11,IAW200M0,BMW,Z4 SDRIVE20I G29 B48,M1,M1,1,1525.0,1605.0,,164.0,,,,petrol,M,1998.0,145.0,,e24 29 37,,2.08,,,F,2023,2023-12-06,7.2,,,,bmw,z4 sdrive20i g29 b48,36604.0,2.8
123152195,AT,IP-0000556-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1683*14,FMK,JZ91,IAW500L0,MINI,MINI JOHN COOPER WORKS ALL4 F5,M1,M1,1,1630.0,1757.0,,173.0,,,,petrol,M,1998.0,225.0,,e24 28 29,,2.1,,,F,2023,2023-06-13,7.6,,,,mini,mini john cooper works all4 f5,18357.0,2.7
123152248,AT,IP-0000702-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00123*03,G2C,11CM,IAW407M0,BMW,220I COUPE G42 B48,M1,M1,1,1565.0,1699.0,,148.0,,,,petrol,M,1998.0,135.0,,e24 29 37,,2.09,,,F,2023,2023-04-20,6.5,,,,bmw,220i coupe g42 b48,21916.0,2.8
123152327,AT,IP-0000529-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2064*07,F2GC,11AK,IAW5000S,BMW,218I GRAN COUPE F44 B38,M1,M1,1,1450.0,1602.0,,136.0,,,,petrol,M,1499.0,100.0,,e24 28 29,,2.1,,,F,2023,2023-06-21,6.0,,,,bmw,218i gran coupe f44 b38,17798.0,3.0
123152356,AT,IP-CX72_2023_00001-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*2387*06,LSK,EHL72YX,5AAAZNBDJBB,FORD,MUSTANG MACH-E PREMIUM,M1,M1,1,2160.0,2293.0,,0.0,,,,electric,E,,100.0,173.0,,,,,,F,2023,2023-08-30,,715/2007*2018/1832AX,,600.0,ford,mustang mach e premium,43825.0,2.7
123152377,AT,IP-0000883-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*09,G3K,61FZ,IAA508B0,BMW,M340D XDRIVE TOURING G21 B57,M1,M1,1,1945.0,2058.0,,163.0,,,,diesel,H,2993.0,250.0,,e5 32,,1.22,,,F,2023,2023-01-17,6.2,,,,bmw,m340d xdrive touring g21 b57,62583.0,2.8
123152443,AT,IP-0000890-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*10,G3K,21FZ,IAA500M0,BMW,320D TOURING G21 B47,M1,M1,1,1740.0,1837.0,,132.0,,,,diesel,H,1995.0,140.0,,e24 32 37,,1.66,,,F,2023,2023-12-05,5.0,,,,bmw,320d touring g21 b47,17856.0,2.6
123152509,AT,IP-C482_2020_00005-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*2188*13,DFK,BGDC1FX,566EDNA1VAS,FORD,KUGA VIGNALE,M1,M1,1,1701.0,1836.0,,127.0,,,,petrol,H,2488.0,112.0,,e13 37,,0.7,,,F,2023,2023-08-18,5.5,715/2007*2018/1832AP,,,ford,kuga vignale,20889.0,3.0
123152525,AT,IP-0000531-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2018*07,F1H,7K11,IAW500LT,BMW,116I 5-TÜRER F40 B38,M1,M1,1,1415.0,1496.0,,134.0,,,,petrol,M,1499.0,80.0,,e24 28 29,,2.1,,,F,2023,2023-05-11,5.9,,,,bmw,116i 5 türer f40 b38,10286.0,2.4
123152542,AT,IP-V362_2021_00011-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E5*2007/46*1034*11,FAC,BKFC1DBX,S8WRASACCAUIBA,FORD,TOURNEO CUSTOM TREND,M1,M1,1,2476.0,2604.0,,196.0,,,,diesel,H,1995.0,96.0,,e5 32,,1.1,,,F,2023,2023-04-05,7.5,715/2007*2018/1832AP,,,ford,tourneo custom trend,29712.0,3.1
123152549,AT,IP-ZE1A1SDEB6A9_00-JN1-1,RENAULT-NISSAN-MITSUBISHI,NISSAN AUTOMOTIVE EUROPE,NISSAN AUTOMOTIVE EUROPE SAS,,E9*2007/46*6537*08,ZE1,A,A07,NISSAN,NISSAN LEAF 62KWH,M1,M1,1,1756.0,1847.0,,0.0,,,,electric,E,,160.0,178.0,,,,,,F,2023,2023-03-01,,AX,RL-ZE1ASDA96_0000-JN1-1,396.0,nissan,nissan leaf 62kwh,15961.0,2.6
123152559,AT,IP-B479_2022_00001-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E9*2007/46*3142*25,JHH,Y7JA1JX,5CDPMNBBLAA,FORD,FIESTA TITANIUM X,M1,M1,1,1207.0,1287.0,,126.0,,,,petrol,M,998.0,74.0,,e9 29 37,,2.3,,,F,2023,2023-03-21,5.5,715/2007*2018/1832AP,,,ford,fiesta titanium x,9864.0,2.2
123152621,AT,IP-V363_2021_00004-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E5*2007/46*1032*10,FAD,BKFA1ECX,W9WTASABCATBAB,FORD,TRANSIT TREND,M1,M1,1,2359.0,2695.0,,226.0,,,,diesel,M,1995.0,96.0,,e5 29,,1.1,,,F,2023,2023-03-17,8.6,715/2007*2018/1832AP,,,ford,transit trend,11651.0,2.6
123152627,AT,IP-BX72_2021_00006-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E9*2007/46*3165*14,J2K,B7JB12X,5CFHTNA5QAX,FORD,PUMA VIVID RUBY EDITION,M1,M1,1,1319.0,1397.0,,122.0,,,,petrol,H,999.0,92.0,,e9 32 37,,2.0,,,F,2023,2023-10-02,5.4,715/2007*2018/1832AP,,,ford,puma vivid ruby edition,23158.0,2.4
123152638,AT,IP-0000028-WBS-1,BMW,BMW GMBH,BMW M GMBH,,E1*2018/858*00003*05,G234M,41AY,IAW5000V,BMW,M3 COMPETITION M XDRIVE G80 S5,M1,M1,1,1855.0,1946.0,,230.0,,,,petrol,M,2993.0,375.0,,e24 29,,1.37,,,F,2023,2023-06-06,10.1,,,,bmw,m3 competition m xdrive g80 s5,78697.0,2.9
123152679,AT,IP-0000794-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1679*13,FMCA,61DL,IAW40000,MINI,JOHN COOPER WORKS F57 B48,M1,M1,1,1450.0,1541.0,,162.0,,,,petrol,M,1998.0,170.0,,e24 29 37,,2.12,,,F,2023,2023-04-28,7.1,,,,mini,john cooper works f57 b48,18357.0,2.4
123152689,AT,IP-0000687-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1881*11,G4X,61CA,IAV500B0,BMW,X4 XDRIVE30D G02 B57,M1G,M1G,1,2010.0,2139.0,,165.0,,,,diesel,H,2993.0,210.0,,e5 32,,1.22,,,F,2023,2023-03-06,6.3,,,,bmw,x4 xdrive30d g02 b57,38146.0,2.5
123152733,AT,IP-0000777-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1881*11,G4X,81CA,IAV500L0,BMW,X4 M40D G02 B57,M1G,M1G,1,2095.0,2175.0,,178.0,,,,diesel,H,2993.0,250.0,,e5 32 37,,1.88,,,F,2023,2023-03-02,6.8,,,,bmw,x4 m40d g02 b57,56315.0,2.0
123152791,AT,IP-0000802-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1683*14,FMK,LV71,IAW500L0,MINI,MINI COOPER S CLUBMAN F54 B48,M1,M1,1,1490.0,1576.0,,145.0,,,,petrol,M,1998.0,131.0,,e24 29 37,,2.04,,,F,2023,2023-11-17,6.4,,,,mini,mini cooper s clubman f54 b48,15047.0,2.5
123152794,AT,IP-C519_2020_00027-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*1911*16,DEH,N3DA1NX,5ELBBNA2EDS,FORD,FOCUS ST X,M1,M1,1,1519.0,1625.0,,184.0,,,,petrol,M,2261.0,206.0,,e13 37,,0.8,,,F,2023,2023-11-16,8.0,715/2007*2018/1832AP,,,ford,focus st x,12428.0,2.0
123152919,AT,IP-0000876-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1947*11,G3L,78FF,IAW500M0,BMW,320I XDRIVE LIMOUSINE MX G20 B,M1,M1,1,1655.0,1760.0,,155.0,,,,petrol,M,1998.0,135.0,,e24 29 37,,1.95,,,F,2023,2023-09-14,6.9,,,,bmw,320i xdrive limousine mx g20 b,17856.0,2.1
123152928,AT,IP-13_2022_501-JMZ-1,MAZDA,MAZDA,MAZDA MOTOR CORPORATION,,E13*2018/858*00255*06,KH01,4BC,D6MWAXABXA,MAZDA,MAZDA CX-60 25L E-SKYACTIV PH,M1,M1,1,2070.0,2245.0,,33.0,,,,petrol/electric,P,2488.0,141.0,230.0,,,,,,F,2023,2023-01-02,1.5,,,63.0,mazda,mazda cx 60 25l e skyactiv ph,12305.0,2.8
123153054,AT,IP-0000868-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1947*11,G3L,41FU,IAA507M0,BMW,320D XDRIVE LIMOUSINE G20 B47,M1,M1,1,1735.0,1914.0,,144.0,,,,diesel,H,1995.0,140.0,,e24 32 37,,1.7,,,F,2023,2023-06-02,5.5,,,,bmw,320d xdrive limousine g20 b47,17856.0,2.8
123153088,AT,IP-B515_2019_00002-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E9*2007/46*0092*38,JK8,M1JU11X,5AAPENAPMEW,FORD,ECOSPORT TITANIUM,M1,M1,1,1359.0,1442.0,,141.0,,,,petrol,M,998.0,92.0,,e9 28 29,,2.2,,,F,2023,2023-01-30,6.2,715/2007*2018/1832AP,,,ford,ecosport titanium,15150.0,2.7
123153089,AT,IP-0000924-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2018/858*00153*01,U1X,11EE,IAL500L0,BMW,X1 SDRIVE18I U11 B38,M1,M1,1,1575.0,1714.0,,150.0,,,,petrol,M,1499.0,100.0,,e24 29 37,,2.13,,,F,2023,2023-01-11,6.6,,,,bmw,x1 sdrive18i u11 b38,18271.0,2.3
123153103,AT,IP-0000652-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1682*15,FMX,41BT,IAW500B0,MINI,MINI COOPER D COUNTRYMAN F60 B,M1,M1,1,1585.0,1754.0,,138.0,,,,diesel,M,1995.0,110.0,,e24 28 29,,1.92,,,F,2023,2023-03-28,5.3,,,,mini,mini cooper d countryman f60 b,11707.0,2.6
123153276,AT,IP-B479_2022_00001-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E9*2007/46*3142*25,JHH,Y7JA1JX,5CDPMNBBLBA,FORD,FIESTA ACTIVE X,M1,M1,1,1226.0,1307.0,,128.0,,,,petrol,M,998.0,74.0,,e9 29 37,,2.3,,,F,2023,2023-05-19,5.6,715/2007*2018/1832AP,,,ford,fiesta active x,9864.0,2.6
123153301,AT,IP-0000777-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1797*15,G3X,25DN,IAV500NA,BMW,X3 M40D G01 B57 ZA,M1G,M1G,1,2080.0,2240.0,,184.0,,,,diesel,H,2993.0,250.0,,e5 32 37,,1.79,,,F,2023,2023-07-24,7.0,,,,bmw,x3 m40d g01 b57 za,54628.0,2.3
123153312,AT,IP-0000024-WBS-1,BMW,BMW GMBH,BMW M GMBH,,E1*2007/46*2019*06,F8CM,GV01,IAW500VP,BMW,M8 GRAN COUPE F93 S63,M1,M1,1,2070.0,2150.0,,263.0,,,,petrol,M,4395.0,441.0,,e24 29,,1.1,,,F,2023,2023-07-12,11.5,,,,bmw,m8 gran coupe f93 s63,125848.0,3.1
123153316,AT,IP-B515_2019_00002-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E9*2007/46*0092*38,JK8,M1JU11X,5AAPCNAPMEW,FORD,ECOSPORT ST-LINE,M1,M1,1,1359.0,1448.0,,142.0,,,,petrol,M,998.0,92.0,,e9 28 29,,2.2,,,F,2023,2023-01-31,6.2,715/2007*2018/1832AP,,,ford,ecosport st line,15150.0,2.9
123153335,AT,IP-C519_2020_00013-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*1911*15,DEH,ZTDA1PX,52DACNAY9BS,FORD,FOCUS TITANIUM X,M1,M1,1,1479.0,1588.0,,123.0,,,,diesel,M,1499.0,88.0,,e13 29 37,,2.1,,,F,2023,2023-01-13,4.7,715/2007*2018/1832AP,,,ford,focus titanium x,12428.0,2.5
123153391,AT,IP-0000664-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1679*13,FMCA,41DL,IAW40000,MINI,COOPER S F57 B48,M1,M1,1,1400.0,1508.0,,145.0,,,,petrol,M,1998.0,131.0,,e24 28 29,,2.12,,,F,2023,2023-01-17,6.4,,,,mini,cooper s f57 b48,12681.0,2.6
123153426,AT,IP-CX72_2020_00004-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*2387*04,LSK,C2LS4YX,5AAAZNAXXBC,FORD,MUSTANG MACH-E AWD,M1,M1,1,2138.0,2269.0,,0.0,,,,electric,E,,124.0,195.0,,,,,,F,2023,2023-03-16,,715/2007*2018/1832AX,,400.0,ford,mustang mach e awd,43825.0,2.7
123153526,AT,IP-0000680-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2020*07,G6X,TC61,IAE509BD,BMW,X6 XDRIVE40D G06 XD5,M1G,M1G,1,2290.0,2495.0,,186.0,,,,diesel,H,2993.0,250.0,,e5 32,,1.22,,,F,2023,2023-05-04,7.1,,,,bmw,x6 xdrive40d g06 xd5,37745.0,2.0
123153615,AT,IP-BX72_2021_00007-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E9*2007/46*3165*12,J2K,B7JB12X,5GTHVNA5RAX,FORD,PUMA ST-LINE VIGNALE,M1,M1,1,1374.0,1452.0,,131.0,,,,petrol,H,999.0,92.0,,e9 32 37,,2.2,,,F,2023,2023-05-17,5.8,715/2007*2018/1832AP,,,ford,puma st line vignale,23158.0,2.5
123153637,AT,IP-B479_2022_00001-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E9*2007/46*3142*25,JHH,Y7JA1JX,5CDPMNBBLDA,FORD,FIESTA ST-LINE X,M1,M1,1,1219.0,1300.0,,125.0,,,,petrol,M,998.0,74.0,,e9 29 37,,2.3,,,F,2023,2023-09-26,5.5,715/2007*2018/1832AP,,,ford,fiesta st line x,9864.0,2.4
123154030,AT,IP-MQB37AZ_A2_0116-WVN-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2018/858*00270*03,SK,AFDTRCX0,N240FD7FD7GC004N1N4BI1AA50AA,FORD,TOURNEO CONNECT TIT,M1,M1,1,1655.0,1886.0,,139.0,,,,diesel,M,1968.0,90.0,,e1 29,,1.02,,,F,2023,2023-09-29,5.3,715/2007*2018/1832AP,,,ford,tourneo connect tit,20552.0,2.3
123154055,AT,IP-5GB____EAT84550-VR3-0,STELLANTIS,STELLANTIS AUTO,STELLANTIS AUTO SAS,,E2*2007/46*0601*21,J,4,5GBU-C1M000,DS,DS 7 CROSSBACK,M1,M1,1,1900.0,2077.0,,35.0,,,,petrol/electric,P,1598.0,147.0,164.0,,,,,,F,2023,2023-02-24,1.5,,,59.0,ds,ds 7 crossback,50650.0,2.5
123154113,AT,IP-B479_2022_00001-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E9*2007/46*3142*25,JHH,Y7JA1JX,5CDPMNBBLDA,FORD,FIESTA ST-LINE,M1,M1,1,1214.0,1294.0,,125.0,,,,petrol,M,998.0,74.0,,e9 29 37,,2.3,,,F,2023,2023-09-18,5.5,715/2007*2018/1832AP,,,ford,fiesta st line,9864.0,3.1
123154134,AT,IP-CD53_2020_00005-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*2374*06,WAH6,BGCA1KZ,5TIBZNA1ZFB,FORD,GALAXY TREND,M1,M1,1,1871.0,1963.0,,146.0,,,,petrol,H,2488.0,110.0,,,,,,,F,2023,2023-10-04,6.4,715/2007*2018/1832AP,,,ford,galaxy trend,21705.0,2.8
123154309,AT,IP-0000624-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2018*07,F1H,7N51,IAW500L0,BMW,120D XDRIVE 5-TÜRER F40 B47,M1,M1,1,1590.0,1688.0,,136.0,,,,diesel,M,1995.0,140.0,,e24 28 29,,1.9,,,F,2023,2023-01-12,5.2,,,,bmw,120d xdrive 5 türer f40 b47,16127.0,2.4
123154316,AT,IP-0000904-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*10,G3K,41FY,IAW50000,BMW,320E TOURING G21 XB1,M1,M1,1,1900.0,1997.0,,32.0,,,,petrol/electric,P,1998.0,120.0,164.0,,,,,,F,2023,2023-08-03,1.4,,,60.0,bmw,320e touring g21 xb1,17856.0,2.8
123154356,AT,IP-MLB49_Z_A0_0694-WAU-1,VOLKSWAGEN,AUDI AG,AUDI AG,,E1*2001/116*0430*89,B8,C2DTPAQ1,QD7AD7CJ003RT161B18S44BIAEM10D1,AUDI,A5 COUP,M1,M1,1,1655.0,1799.0,,139.0,,,,diesel,H,1968.0,150.0,,e13 33,,1.21,,,F,2023,2023-01-05,5.3,,,,audi,a5 coup,28690.0,3.0
123154402,AT,IP-0000503-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1682*15,FMX,41BR,IAW500BT,MINI,MINI COOPER ALL4 COUNTRYMAN F6,M1,M1,1,1580.0,1700.0,,161.0,,,,petrol,M,1499.0,100.0,,e24 28 29,,2.1,,,F,2023,2023-07-18,7.1,,,,mini,mini cooper all4 countryman f6,10999.0,2.9
123154489,AT,IP-0000632-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1824*14,F2X,YL11,IAW508B0,BMW,X2 XDRIVE20D F39 B47,M1,M1,1,1680.0,1834.0,,147.0,,,,diesel,M,1995.0,140.0,,e24 29,,1.19,,,F,2023,2023-07-26,5.6,,,,bmw,x2 xdrive20d f39 b47,32215.0,2.6
123154497,AT,IP-C519_2020_00012-WF0-1,FORD,FORD WERKE GMBH,FORD-WERKE GMBH,,E13*2007/46*1911*15,DEH,ZTDA1PX,5ZGACNAY8BS,FORD,FOCUS COOL & CONNECT,M1,M1,1,1431.0,1527.0,,112.0,,,,diesel,M,1499.0,88.0,,e13 29 37,,2.1,,,F,2023,2023-03-30,4.3,715/2007*2018/1832AP,,,ford,focus cool & connect,12428.0,2.4
123154587,AT,IP-0000868-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1947*11,G3L,48FU,IAA507M0,BMW,320D XDRIVE LIMOUSINE MX G20 B,M1,M1,1,1735.0,1855.0,,137.0,,,,diesel,H,1995.0,140.0,,e24 32 37,,1.7,,,F,2023,2023-02-01,5.2,,,,bmw,320d xdrive limousine mx g20 b,17856.0,2.8
123154613,AT,IP-0001025-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1918*15,G5X,21EU,IAE509M0,BMW,X5 XDRIVE40I G05 B58,M1G,M1G,1,2240.0,2464.0,,204.0,,,,petrol,H,2998.0,280.0,,e5 32 37,,2.78,,,F,2023,2023-09-20,9.0,,,,bmw,x5 xdrive40i g05 b58,40997.0,2.7
123154624,AT,IP-0000028-WBS-1,BMW,BMW GMBH,BMW M GMBH,,E1*2018/858*00003*04,G234M,31BA,IAW40000,BMW,M4 COMPETITION M XDRIVE G83 S5,M1,M1,1,1995.0,2089.0,,233.0,,,,petrol,M,2993.0,375.0,,e24 29,,1.37,,,F,2023,2023-01-02,10.2,,,,bmw,m4 competition m xdrive g83 s5,73372.0,2.9
123154698,AT,IP-0000390-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1688*16,G5L,11CH,IAW50700,BMW,530E XDRIVE LIMOUSINE G30 XB1,M1,M1,1,1970.0,2169.0,,42.0,,,,petrol/electric,P,1998.0,135.0,183.0,,,,,,F,2023,2023-04-05,1.8,,,51.0,bmw,530e xdrive limousine g30 xb1,31997.0,2.8
123154764,AT,IP-13_2021_002-JMZ-1,MAZDA,MAZDA,MAZDA MOTOR CORPORATION,,E1*2007/46*1335*32,DJ1,6HF,65W0A,MAZDA,MAZDA2/G90/HOMURA,M1,M1,1,1096.0,1221.0,,109.0,,,,petrol,M,1496.0,66.0,,e13 37,,0.7,,,F,2023,2023-04-06,4.8,,,,mazda,mazda2/g90/homura,10948.0,2.9
123154926,AT,IP-0000504-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1750*14,G5K,51BN,IAA50700,BMW,520D XDRIVE TOURING G31 B47,M1,M1,1,1915.0,2057.0,,144.0,,,,diesel,H,1995.0,140.0,,e24 32,,1.22,,,F,2023,2023-07-05,5.5,,,,bmw,520d xdrive touring g31 b47,23567.0,2.4
